"review_id"	"user_id"	"business_id"	"review_text"	"review_date"
"2AXKTUbIkwuP8wcvzSt7Tg"	---1lKK3aKOuomHnwAkAow	hubbaEcYPYEZu5Ziz6i0lw	SSBsaWtlIHRoZSBMYW1iIFRhbmRvb3JpIGRpc2ggdGhleSBkbyBhIGxvdC4gSXQgaXMgcHJpY2V5IGJ1dCBmZWVkcyBtZSBhbmQgbXkgaHVzYmFuZC4gVGhpcyBsYW1iIGRpc2gga2VlcHMgbWUgY29taW5nIGJhY2suICBPbmUgd2FybmluZyB0aGV5IHNlZW0gdG8gZG91YnQgQW1lcmljYW5zIGFiaWxpdHkgdG8gdGFrZSBzcGljZSBzbyBiZSBlbXBoYXRpYy4gCgpTZXJ2aWNlIGlzIHdlaXJkLCBJIGFsd2F5cyBsZWF2ZSBmZWVsaW5nIGxpa2UgSSB3YXMgdGFraW5nIHRvIHNvbWVvbmUgd2l0aCBhIGxvYm90b215LiAgTm90IG1lYW4gb3IgaW5hdHRlbnRpdmUganVzdCBub3QgYWxsIHRoZSBsaWdodHMgYXJlIG9uLiAgSW5zb2ZhciBJIGhhdmUgZm91bmQgc2VydmljZSB0byBiZSB3ZWlyZCBhdCBhbGwgdGhlIEluZGlhbiBwbGFjZXMgd2UgaGF2ZSB0cmllZC4gIE5hbWFzdGUgYW5kIHRoZSBDZWxpbmUgRGlvbiBjb3ZlcnMuIE9yaWdpbiBhbmQgdGhlIGNyZWRpdCBjYXJkIGF0IHlvdXIgdGFibGUgaXNzdWUu	1304258100.000000
"2D3lifCSaaKLr73PK27eyg"	---1lKK3aKOuomHnwAkAow	slVkMoNTCGI2rOhMaL5u5A	T2theSBzbyBpdCB0YXN0ZWQgd2VpcmQuICBTb21lIGFmdGVydGFzdGUgdGhhdCBJIGNvdWxkIG5vdCBnZXQgb3Zlci4gIEkgbGlrZSB0aGUgYWxsIGZydWl0IG1lbnUgYXQgSmFtYmEgYW5kIHdpc2ggdGhlcmUgd2FzIG9uZSBjbG9zZXIgdG9vIG1lLiAgSSBoYWQgaG9wZWQgdGhpcyB3b3VsZCBiZSBpdCBidXQgaXQgd2FzIG5vdC4gIEhlcmVzIHRvIHNoZWxwaW5nIG92ZXIgdG8gRGVjYXR1cg==	1297826291.000000
"3cCBqmhi0ldJR31k5XYX6g"	---1lKK3aKOuomHnwAkAow	YbKjkJCD3lcQcLSMNKglKg	SSBhbSBwcmV0dHkgc3VyZSB0aGUgcmVhc29uIEkgYW0gdGhlIGZpcnN0IHBlcnNvbiB0byByZXZpZXcgQmlvIE1lY2hhbmljcyBpcyBiZWNhdXNlIG5vIG9uZSB3YW50cyB0byBsZXQgeW91IGFsbCBpbiBvbiB0aGUgc2VjcmV0LiBEciBMZWVjaCBpcyBhbWF6aW5nIGhlIHdvcmsgaGlzIG1hZ2ljIG9uIGV2ZXJ5b25lIGZyb20gdHJpYXRobG9uIGhhcmQgYm9kaWVzIHRvIGxvd2x5IGdydWJzIGxpa2UgbWUuICBMYXN0IHRpbWUgSSBzYXcgaGltIGJlY2F1c2UgSSBodXJ0IG15IGJhY2sgY2FtcGluZyBoZSBzYXcgbWUgdHdpY2UgYW5kIEkgd2FzIGJldHRlci4gVGhpcyB0aW1lIEkgYW0gc2VlaW5nIGhpbSBmb3Igc2NpYXRpY2EgYW5kIGhlIHRyZWF0cyB5b3UgdW50aWwgeW91IGFyZSBiZXR0ZXIgbm90IGZvciBsaWZlLiBIZSBhbHNvIGVuY291cmFnZXMgeW91IHRvIHdvcmsgb24gd2F5cyB0byBwcmV2ZW50IGluanVyeS4gICAgSGUgaXMgb25lIG9mIHRoZSBmZXcgQVJULCB3aGljaCBpcyBsaWtlIENoaXJvcHJhY3RvciAyLjAsIGluIExhcyBWZWdhcy4=	1302281640.000000
"3R2e-knpN5lCHu2LVk6hsQ"	---1lKK3aKOuomHnwAkAow	"5aeR9KcboZmhDZlFscnYRA"	U28gRnJlc2ggTWFtYSBsZXQgdXMgaG9zdCBhIEhvbWVzY2hvb2wgQm9hcmQgR2FtZSBEYXkgaW4gdGhlaXIgc3BhY2UgYW5kIGl0IHdhcyBhbWF6aW5nLiAgVGhlIGhhdmUgYSByZWFsbHkgY29vbCBhcmVhIHdpdGggYSBmb3VudGFpbiBhbmQgdGhleSBoYXZlIGEgZm91bnQgb2YgdGFzdHkgdHJlYXRzIG9mIHRoZSB2ZWdhbiBwZXJzdWFzaW9uLiAgU28gY291bnRlciB0aGUgbmF1Z2h0eSB3aXRoIGEgbGl0dGxlIG5pY2UgdGhpcyB5ZWFyLg==	1358296098.000000
"3vDLddPhkHNAfn6TBadnhg"	---1lKK3aKOuomHnwAkAow	"2Cs9bSN-fMnY3H-0pFP1mg"	U28gdGhlIGhlYXJ0IG9mIG15IGZhdmUgc2Fsb24gbW92ZWQgaGVyZSwgd2UgdHJhY2tlZCB0aGVtIGRvd24gYmVjYXVzZSBHbG9iYWwgd291bGQgbm90IHRlbGwgdXMgd2hlcmUgdGhleSB3ZW50LiBJIHdvdWxkIHJhdGhlciBkcml2ZSBhIGZldyBleHRyYSBtaWxlcyB0byBnbyB0aGUgYmVzdCEgIE1pY2hhZWwgYW5kIEppbGwgZnJvbSBHbG9iYWwgSG91c2Ugb2YgSGFpciBpbiBTdW1tZXJsaW4gaGF2ZSB0YWtlbiB0aGVyZSBmYWJ1bG91cyBzZWx2ZXMgdG8gQ2FueW9uIEZhbGxzLiBXaGVyZSBNaWNoYWVsIGdvZXMgSSB3aWxsIGZvbGxvdy4gSSBhbSBvZiBtaXhlZCBoZXJpdGFnZSBhbmQgaGF2ZSBjdXJseSBkcnkgaGFpciBhbmQgTWljaGFlbCB3YXMgdGhlIGZpcnN0IHBlcnNvbiB0byBldmVyIGN1dCBpdCBzaG9ydC4gIEppbGwgaXMgdGhlIEV4dGVuc2lvbiBRdWVlbiBhbmQgTWljaGVhbCBpcyB0aGUgQnJhemlsaWFuIEJsb3dvdXQgS2luZy4gIFdpdGggTWljaGFlbCBhdCB0aGUgY3JlYXRpdmUgaGVsbSBJIGFtIHN1cmUgdGhpcyBDYW55b24gRmFsbHMgbG9jYXRpb24gd2lsbCBiZSBtb3JlIGFtYXppbmcgdGhhbiBHbG9iYWwsIHRoZXkgaGF2ZSBtb3JlIHJvb20h	1306537038.000000
"5MKDmlI1_wJLKicPH4aqaw"	---1lKK3aKOuomHnwAkAow	mz9ltimeAIy2c2qf5ctljw	TGV0cyBzdGFydCBvdXQgYnkgc2F5aW5nIHRoYXQgSSBhbSBub3QgYSBCZWF0bGVzIGZhbi4gIFRoZXJlIGFyZSBhIGhhbmRmdWwgb2Ygc29uZ3MgdGhhdCBJIGxpa2UgYnV0IG5ldmVyIGdvdCBpbnRvIHRoZW0uICBJIHRlbmQgdG8gbGlrZSB0aGUgZm9sayBwb3J0aW9uIG9mIHRoYXQgZXJhIG9mIG11c2ljLiBBbmQgeW91IGtub3cgd2hhdCBpdCBkaWQgbm90IG1hdHRlciBvbmUgYml0LiAgSXQgd2FzIGEgZnVuIGhpZ2ggZW5lcmd5IHNob3cgdGhhdCBzaG91bGQgbWFrZSBhbnlvbmUgc21pbGUuIAoKTXkgaHVzYmFuZCB3aG8gbGlrZXMgdGhlIEJlYXRsZXMgbGVzcyB0aGFuIEkgZG8gY2FuIHdhaXQgdG8gdGFrZSB0aGUgZ2lybHMu	1304257575.000000
"5ZLVbvlGiyoW9FzDFC1Esg"	---1lKK3aKOuomHnwAkAow	"1JgaRBX0oiRsvEhHF3ZMjw"	Rm9vZCB3YXMgMzAgbWlucyBsYXRlIGFuZCB0aGUgcGl6emEgZ3V5IHRoaW5rcyBJIGFtIGdvaW5nIHRvIHRpcCBoaW0gMTggZG9sbGFycyBvbiBhIDIwIGRvbGxhciBvcmRlciwgb3IgcGVyaGFwcyBoZSBpcyB0d28gc3ByaW5ncyBzaG9ydCBvZiBhIHNsaW5reSBhbmQgY2FudCBhZGQ/CgpUaGVuIG9uZSBiaXRlIGludG8gdGhlIG1venphcmVsbGEgc3RpY2sgcmV2ZWxzIGEgIGNoZWVzZSB0aGF0IHdhcyBub3QgbWVsdGVkLCBzZXJpb3VzbHkgSSBjb3VsZCBoYXZlIHBlZWxlZCBpdCBvZmYgbGlrZSBzdHJhaWdodCB1cCBnYXMgc3RhdGlvbiBzdHJpbmcgY2hlZXNlLiAgSG93IGNhbiB5b3UgZGVlcCBmcnkgc29tZXRoaW5nIGFuZCBhY3R1YWxseSBhdm9pZCBjb29raW5nIGl0PyAgCgpUaGVuIHdoZW4gSSBjYWxsZWQgdGhlbSB0byBjb21wbGFpbiwgdGhleSBsZWF2ZSBtZSBvbiBob2xkIGFuZCB0aGVuIHN0YXJ0IGxhdWdoaW5nIGFib3V0IG1lIGNhbGxpbmcgdGhlbS4gIFN0ZWxsYXIgbWFuYWdlcmlhbCBza2lsbHMgZGlkIHlvdSBnZXQgeW91ciAgS2VsbG9nZyBNQkEgZnJvbSB0aGUgYmFjayBvZiBzb21lIEZyb3N0ZWQgRmxha2VzPz8/ICAKCkkgdGhpbmsgbXkgaHVzYmFuZCBvcmRlcnMgZnJvbSB0aGVtIGlmIGhlIGlzIGluIGEgcGluY2ggZm9yIGZvb2QgZm9yIHRoZSBraWRzLCBob3dldmVyIEkgZGVjbGFyZSBhIG1vcmF0b3JpdW0gb24gdGhpcyBsb3dlciBjcnVzdC4gIENhbiB5b3UgcHV0IHBpenphIGluIGNlbWVudCBzaG9lcz8gCgpXaG8gZWxzZSBkZWxpdmVycyBpbiBTdW1tZXJsaW4/Pw==	1297825128.000000
"6wwGYnWX2UGDfIgLNGCH1Q"	---1lKK3aKOuomHnwAkAow	YCEZLECK9IToE8Mysorbhw	VGhleSBhcmUgaW4gdGhlIHNwb3Qgd2hlcmUgUmFjaGVsJ3MgS2l0Y2hlbiB1c2VkIHRvIGJlIG9uIFRvd24gQ2VudGVyIGFuZCAyMTUuICBUaGV5IGNvbXBsZXRlbHkgcmVkaWQgdGhlIGluc2lkZSBhbmQgaXQgaXMgc28gYmVhdXRpZnVsIGluIHRoZXJlLiAgVGhleSBtYWtlIHRhc3R5IGZyZXNoIGp1aWNlLCBpbmNsdWRpbmcgZ3JlZW4gYXBwbGUganVpY2UsIGFuZCB5dW1teSBoZWFsdGh5IG1lYWxzLiAgSXQgaXMgYSBncmVhdCBwbGFjZSB0byBidW5rZXIgZG93biB3aXRoIGEgY29tcHV0ZXIgYW5kIHdvcmsuICBUaGUgc3RhZmYgaXMgc28gbmljZSBhbmQgdGhlIG93bmVycyBtYWtlIHRoZSByb3VuZHMuICBUaGV5IGRvbnQgaGF2ZSBhIHdlYnNpdGUgeWV0IGJ1dCB5b3UgY2FuIGxpa2UgdGhlbSBvbiBGYWNlYm9vay4gIGh0dHA6Ly93d3cuZmFjZWJvb2suY29tL0RhaWx5S2l0Y2hlbj9zaz1pbmZv	1323558525.000000
"7EQzYGniK8TJvEOkMaTDyg"	---1lKK3aKOuomHnwAkAow	RRw9I8pHt5PzgYGT2QeODw	SSB3YXMgZHJpdmluZyB0byBIZW5kZXJzb24gdG8gZ2V0IEdyaW1hbGRpJ3MgYW5kIG5vdyB0aGVyZSBpcyBvbmUgb24gdGhpcyBzaWRlIG9mIHRvd24uIEhlbmRlcnNvbiBpcyBhcHBhcmVudGx5IGFub3RoZXIgc3RhdGUgdG8gcGVvcGxlIGluIExhcyBWZWdhcywgaXQgaXMgdW5mYXRob21hYmxlIHRoYXQgb25lIHdvdWxkIGV2ZXIgZ28gdGhhdCBmYXIgYXdheSBmb3IgYW55dGhpbmcuICBXZWxsIEdyaW1hbGRpJ3MgaXMgc28gZ29vZCBpdCB3YXMgd29ydGggdGhlIHRyaXAh	1289873476.000000
"7gO_hTYu6bShMVGrU6ZWbA"	---1lKK3aKOuomHnwAkAow	gHoP4eJimaMltfUlp6EP4Q	VGhpcyBpcyBhIGZhdmUgcGxhY2UgZm9yIG91ciBkYXVnaHRlcnMuIFRoZXkgYXJlIGFsd2F5cyB3ZWxsIHRyZWF0ZWQgYnkgdGhlIHN0YWZmIGFuZCB0aGVyZSBpcyBzb21ldGhpbmcgYm90aCBvZiB0aGVtIGxpa2UgdG8gZWF0IG9uIHRoZSBtZW51LiAgSXQgaXMgYWxzbyBuZXh0IHRvIGEgeW9ndXJ0IHNob3Agd2hpY2ggc3dlZXRlbnMgdGhlIGRlYWwu	1304258455.000000
